Target: daily_price_change | Layers 004| Heads 004| Epoch 000 | Train Loss 0.488191398 | Valid Loss 0.006059184| lr 0.000060000 | time 914.365
Target: daily_price_change | Layers 004| Heads 004| Epoch 001 | Train Loss 0.007949716 | Valid Loss 0.006057303| lr 0.000060000 | time 865.632
Target: daily_price_change | Layers 004| Heads 004| Epoch 002 | Train Loss 0.007512735 | Valid Loss 0.006059774| lr 0.000060000 | time 833.121
Target: daily_price_change | Layers 004| Heads 004| Epoch 003 | Train Loss 0.010011207 | Valid Loss 0.006056016| lr 0.000060000 | time 817.923
Target: daily_price_change | Layers 004| Heads 004| Epoch 004 | Train Loss 0.025097299 | Valid Loss 0.006055399| lr 0.000060000 | time 844.161
Target: daily_price_change | Layers 004| Heads 004| Epoch 005 | Train Loss 0.006787890 | Valid Loss 0.006054967| lr 0.000060000 | time 812.199
Target: daily_price_change | Layers 004| Heads 004| Epoch 006 | Train Loss 0.006675144 | Valid Loss 0.006055556| lr 0.000060000 | time 859.463
Target: daily_price_change | Layers 004| Heads 004| Epoch 007 | Train Loss 0.009422273 | Valid Loss 0.006732121| lr 0.000060000 | time 882.688
Target: daily_price_change | Layers 004| Heads 004| Epoch 008 | Train Loss 0.006411789 | Valid Loss 0.006052795| lr 0.000060000 | time 818.896
Target: daily_price_change | Layers 004| Heads 004| Epoch 009 | Train Loss 0.007364218 | Valid Loss 0.006052388| lr 0.000060000 | time 837.043
