Target: weekly_avg_price_change | Layers 004| Heads 004| Epoch 000 | Train Loss 0.181594834 | Valid Loss 0.007263177| lr 0.000010000 | time 1416.662
Target: weekly_avg_price_change | Layers 004| Heads 004| Epoch 001 | Train Loss 0.008459319 | Valid Loss 0.007211369| lr 0.000010000 | time 1435.198
Target: weekly_avg_price_change | Layers 004| Heads 004| Epoch 002 | Train Loss 0.007553449 | Valid Loss 0.007208616| lr 0.000010000 | time 1448.509
Target: weekly_avg_price_change | Layers 004| Heads 004| Epoch 003 | Train Loss 0.008343760 | Valid Loss 0.007157702| lr 0.000010000 | time 1411.488
Target: weekly_avg_price_change | Layers 004| Heads 004| Epoch 004 | Train Loss 0.007995048 | Valid Loss 0.007095774| lr 0.000010000 | time 1472.214
Target: weekly_avg_price_change | Layers 004| Heads 004| Epoch 000 | Train Loss 0.007156021 | Valid Loss 0.007205076| lr 0.000010000 | time 1212.837
Target: weekly_avg_price_change | Layers 004| Heads 004| Epoch 001 | Train Loss 0.006951565 | Valid Loss 0.007908878| lr 0.000010000 | time 1201.602
Target: weekly_avg_price_change | Layers 004| Heads 004| Epoch 002 | Train Loss 0.005992695 | Valid Loss 0.008185857| lr 0.000010000 | time 1218.562
Target: weekly_avg_price_change | Layers 004| Heads 004| Epoch 003 | Train Loss 0.005567330 | Valid Loss 0.008365476| lr 0.000010000 | time 1226.418
Target: weekly_avg_price_change | Layers 004| Heads 004| Epoch 004 | Train Loss 0.004946000 | Valid Loss 0.008672766| lr 0.000010000 | time 1226.980
