Target: monthly_vol_change | Layers 004| Heads 004| Epoch 000 | Train Loss 0.307877596 | Valid Loss 0.254490224| lr 0.000030000 | time 1259.404
Target: monthly_vol_change | Layers 004| Heads 004| Epoch 001 | Train Loss 0.267636527 | Valid Loss 0.256780555| lr 0.000030000 | time 1272.003
Target: monthly_vol_change | Layers 004| Heads 004| Epoch 002 | Train Loss 0.261987297 | Valid Loss 0.263585704| lr 0.000030000 | time 1312.227
Target: monthly_vol_change | Layers 004| Heads 004| Epoch 003 | Train Loss 0.261354596 | Valid Loss 0.263300918| lr 0.000030000 | time 1275.698
Target: monthly_vol_change | Layers 004| Heads 004| Epoch 004 | Train Loss 0.280360889 | Valid Loss 0.261716598| lr 0.000030000 | time 1259.721
Target: monthly_vol_change | Layers 004| Heads 004| Epoch 005 | Train Loss 0.270959921 | Valid Loss 0.258558004| lr 0.000030000 | time 1371.542
Target: monthly_vol_change | Layers 004| Heads 004| Epoch 006 | Train Loss 0.268818895 | Valid Loss 0.256112521| lr 0.000030000 | time 1378.606
Target: monthly_vol_change | Layers 004| Heads 004| Epoch 007 | Train Loss 0.264840754 | Valid Loss 0.254659925| lr 0.000030000 | time 1390.912
Target: monthly_vol_change | Layers 004| Heads 004| Epoch 008 | Train Loss 0.263131731 | Valid Loss 0.266210537| lr 0.000030000 | time 1303.464
Target: monthly_vol_change | Layers 004| Heads 004| Epoch 009 | Train Loss 0.260155135 | Valid Loss 0.267673824| lr 0.000030000 | time 1385.347
