Target: daily_price_change | Layers 004| Heads 004| Epoch 000 | Train Loss 0.793859056 | Valid Loss 0.188236814| lr 0.000003000 | time 907.795
Target: daily_price_change | Layers 004| Heads 004| Epoch 001 | Train Loss 0.146221567 | Valid Loss 0.032991984| lr 0.000003000 | time 865.591
Target: daily_price_change | Layers 004| Heads 004| Epoch 002 | Train Loss 0.020504360 | Valid Loss 0.008313732| lr 0.000003000 | time 833.130
Target: daily_price_change | Layers 004| Heads 004| Epoch 003 | Train Loss 0.007563728 | Valid Loss 0.006499689| lr 0.000003000 | time 817.863
Target: daily_price_change | Layers 004| Heads 004| Epoch 004 | Train Loss 0.006891842 | Valid Loss 0.006380550| lr 0.000003000 | time 844.158
Target: daily_price_change | Layers 004| Heads 004| Epoch 005 | Train Loss 0.006411370 | Valid Loss 0.006448201| lr 0.000003000 | time 812.211
Target: daily_price_change | Layers 004| Heads 004| Epoch 006 | Train Loss 0.006223975 | Valid Loss 0.006989993| lr 0.000003000 | time 859.532
Target: daily_price_change | Layers 004| Heads 004| Epoch 007 | Train Loss 0.005932578 | Valid Loss 0.006636885| lr 0.000003000 | time 882.688
Target: daily_price_change | Layers 004| Heads 004| Epoch 008 | Train Loss 0.005492044 | Valid Loss 0.006952320| lr 0.000003000 | time 818.895
Target: daily_price_change | Layers 004| Heads 004| Epoch 009 | Train Loss 0.004998313 | Valid Loss 0.006965529| lr 0.000003000 | time 837.121
