Target: daily_price_change | Layers 004| Heads 004| Epoch 000 | Train Loss 0.350462384 | Valid Loss 0.006145670| lr 0.000030000 | time 909.475
Target: daily_price_change | Layers 004| Heads 004| Epoch 001 | Train Loss 0.006742206 | Valid Loss 0.006054166| lr 0.000030000 | time 839.611
Target: daily_price_change | Layers 004| Heads 004| Epoch 002 | Train Loss 0.008457531 | Valid Loss 0.006066215| lr 0.000030000 | time 807.481
Target: daily_price_change | Layers 004| Heads 004| Epoch 003 | Train Loss 0.006581222 | Valid Loss 0.006053625| lr 0.000030000 | time 818.911
Target: daily_price_change | Layers 004| Heads 004| Epoch 004 | Train Loss 0.007727438 | Valid Loss 0.006110149| lr 0.000030000 | time 888.732
Target: daily_price_change | Layers 004| Heads 004| Epoch 005 | Train Loss 0.009976468 | Valid Loss 0.006384916| lr 0.000030000 | time 833.350
Target: daily_price_change | Layers 004| Heads 004| Epoch 006 | Train Loss 0.006720498 | Valid Loss 0.006696205| lr 0.000030000 | time 660.345
Target: daily_price_change | Layers 004| Heads 004| Epoch 007 | Train Loss 0.006567268 | Valid Loss 0.008616776| lr 0.000030000 | time 439.192
Target: daily_price_change | Layers 004| Heads 004| Epoch 008 | Train Loss 0.006299145 | Valid Loss 0.009700661| lr 0.000030000 | time 440.016
Target: daily_price_change | Layers 004| Heads 004| Epoch 009 | Train Loss 0.009207218 | Valid Loss 0.009228189| lr 0.000030000 | time 438.533
