Target: logvol | Layers 004| Heads 004| Epoch 000 | Train Loss 3809.915317601 | Valid Loss 1352.737310360| lr 0.001200000 | time 220.502
Target: logvol | Layers 004| Heads 004| Epoch 001 | Train Loss 56744.589253986 | Valid Loss 0.156939202| lr 0.001200000 | time 207.373
Target: logvol | Layers 004| Heads 004| Epoch 002 | Train Loss 0.246108131 | Valid Loss 0.096861118| lr 0.001200000 | time 206.485
Target: logvol | Layers 004| Heads 004| Epoch 003 | Train Loss 0.164876620 | Valid Loss 0.195182637| lr 0.001200000 | time 201.866
Target: logvol | Layers 004| Heads 004| Epoch 004 | Train Loss 0.265327056 | Valid Loss 0.285705073| lr 0.001200000 | time 202.072
Target: logvol | Layers 004| Heads 004| Epoch 005 | Train Loss 677.970447151 | Valid Loss 183.116069743| lr 0.001200000 | time 224.269
Target: logvol | Layers 004| Heads 004| Epoch 006 | Train Loss 0.275421283 | Valid Loss 0.132109189| lr 0.001200000 | time 212.428
Target: logvol | Layers 004| Heads 004| Epoch 007 | Train Loss 0.371448481 | Valid Loss 0.096020409| lr 0.001200000 | time 210.799
Target: logvol | Layers 004| Heads 004| Epoch 008 | Train Loss 0.256464055 | Valid Loss 0.158180311| lr 0.001200000 | time 208.807
Target: logvol | Layers 004| Heads 004| Epoch 009 | Train Loss 0.250328948 | Valid Loss 13.293220676| lr 0.001200000 | time 211.360
Target: logvol | Layers 004| Heads 004| Epoch 010 | Train Loss 0.175445956 | Valid Loss 0.100100625| lr 0.001200000 | time 211.146
Target: logvol | Layers 004| Heads 004| Epoch 011 | Train Loss 0.160717527 | Valid Loss 0.246778611| lr 0.001200000 | time 205.741
Target: logvol | Layers 004| Heads 004| Epoch 012 | Train Loss 0.158568700 | Valid Loss 0.238978308| lr 0.001200000 | time 207.940
Target: logvol | Layers 004| Heads 004| Epoch 013 | Train Loss 0.177488276 | Valid Loss 0.096503318| lr 0.001200000 | time 207.226
Target: logvol | Layers 004| Heads 004| Epoch 014 | Train Loss 0.139623910 | Valid Loss 0.162020907| lr 0.001200000 | time 208.036
