Target: logvol | Layers 004| Heads 004| Epoch 000 | Train Loss 3819.207054248 | Valid Loss 1085.375928010| lr 0.001100000 | time 211.221
Target: logvol | Layers 004| Heads 004| Epoch 001 | Train Loss 97751.925150367 | Valid Loss 122535.547973738| lr 0.001100000 | time 207.591
Target: logvol | Layers 004| Heads 004| Epoch 002 | Train Loss 26228.902666379 | Valid Loss 0.183115202| lr 0.001100000 | time 202.106
Target: logvol | Layers 004| Heads 004| Epoch 003 | Train Loss 199.159411577 | Valid Loss 0.231118834| lr 0.001100000 | time 203.871
Target: logvol | Layers 004| Heads 004| Epoch 004 | Train Loss 1.071100956 | Valid Loss 0.116428614| lr 0.001100000 | time 192.303
Target: logvol | Layers 004| Heads 004| Epoch 005 | Train Loss 0.670979850 | Valid Loss 0.290799557| lr 0.001100000 | time 211.423
Target: logvol | Layers 004| Heads 004| Epoch 006 | Train Loss 4.594028368 | Valid Loss 0.097808453| lr 0.001100000 | time 205.736
Target: logvol | Layers 004| Heads 004| Epoch 007 | Train Loss 0.209222845 | Valid Loss 0.095254370| lr 0.001100000 | time 205.009
Target: logvol | Layers 004| Heads 004| Epoch 008 | Train Loss 0.118458953 | Valid Loss 0.117002316| lr 0.001100000 | time 208.619
Target: logvol | Layers 004| Heads 004| Epoch 009 | Train Loss 0.132791616 | Valid Loss 0.134439657| lr 0.001100000 | time 213.211
Target: logvol | Layers 004| Heads 004| Epoch 010 | Train Loss 0.631866485 | Valid Loss 0.097903911| lr 0.001100000 | time 208.909
Target: logvol | Layers 004| Heads 004| Epoch 011 | Train Loss 0.159937698 | Valid Loss 0.180322441| lr 0.001100000 | time 230.103
Target: logvol | Layers 004| Heads 004| Epoch 012 | Train Loss 0.148151178 | Valid Loss 0.205629606| lr 0.001100000 | time 236.117
Target: logvol | Layers 004| Heads 004| Epoch 013 | Train Loss 0.124240210 | Valid Loss 0.095896241| lr 0.001100000 | time 238.296
Target: logvol | Layers 004| Heads 004| Epoch 014 | Train Loss 0.193470747 | Valid Loss 0.134519047| lr 0.001100000 | time 239.533
