Target: logvol | Layers 004| Heads 012| Epoch 000 | Train Loss 11523457214234.695312500 | Valid Loss 32061308785613.230468750| lr 0.008000000 | time 231.032
Target: logvol | Layers 004| Heads 012| Epoch 001 | Train Loss 16424547601438.386718750 | Valid Loss 2021447304401.582519531| lr 0.008000000 | time 234.351
Target: logvol | Layers 004| Heads 012| Epoch 002 | Train Loss 311605993442792.750000000 | Valid Loss 123556337237239.031250000| lr 0.008000000 | time 228.770
Target: logvol | Layers 004| Heads 012| Epoch 003 | Train Loss 69121916174733.171875000 | Valid Loss 4077881159726.414550781| lr 0.008000000 | time 231.753
Target: logvol | Layers 004| Heads 012| Epoch 004 | Train Loss 2399593613961618.000000000 | Valid Loss 85969969733163.234375000| lr 0.008000000 | time 238.939
Target: logvol | Layers 004| Heads 012| Epoch 005 | Train Loss 85168371106594.218750000 | Valid Loss 5739460212953.972656250| lr 0.008000000 | time 240.724
Target: logvol | Layers 004| Heads 012| Epoch 006 | Train Loss 112972075245721.921875000 | Valid Loss 1094774895882007.500000000| lr 0.008000000 | time 241.351
Target: logvol | Layers 004| Heads 012| Epoch 007 | Train Loss 87464910250701.250000000 | Valid Loss 11622158379047.349609375| lr 0.008000000 | time 236.129
Target: logvol | Layers 004| Heads 012| Epoch 008 | Train Loss 229153064573806.531250000 | Valid Loss 35332420237624.460937500| lr 0.008000000 | time 240.904
Target: logvol | Layers 004| Heads 012| Epoch 009 | Train Loss 233305895976054.593750000 | Valid Loss 45640067260309.539062500| lr 0.008000000 | time 231.503
Target: logvol | Layers 004| Heads 012| Epoch 010 | Train Loss 88770878636206.937500000 | Valid Loss 2961290592064.777832031| lr 0.008000000 | time 241.584
Target: logvol | Layers 004| Heads 012| Epoch 011 | Train Loss 141478214218805.781250000 | Valid Loss 47971033837252.812500000| lr 0.008000000 | time 245.801
Target: logvol | Layers 004| Heads 012| Epoch 012 | Train Loss 24562151206297153536.000000000 | Valid Loss 40209117175698472960.000000000| lr 0.008000000 | time 247.320
Target: logvol | Layers 004| Heads 012| Epoch 013 | Train Loss 46829234100935975763968.000000000 | Valid Loss 87604903135523658268672.000000000| lr 0.008000000 | time 248.084
Target: logvol | Layers 004| Heads 012| Epoch 014 | Train Loss 75416758536590554300416.000000000 | Valid Loss 76414404528284794617856.000000000| lr 0.008000000 | time 243.847
