Target: logvol | Layers 004| Heads 004| Epoch 000 | Train Loss 158.901557327 | Valid Loss 4.801303930| lr 0.000800000 | time 220.439
Target: logvol | Layers 004| Heads 004| Epoch 001 | Train Loss 1651.020894391 | Valid Loss 0.105705000| lr 0.000800000 | time 207.507
Target: logvol | Layers 004| Heads 004| Epoch 002 | Train Loss 146.183035056 | Valid Loss 0.100329407| lr 0.000800000 | time 206.493
Target: logvol | Layers 004| Heads 004| Epoch 003 | Train Loss 0.126400429 | Valid Loss 0.232719878| lr 0.000800000 | time 205.285
Target: logvol | Layers 004| Heads 004| Epoch 004 | Train Loss 0.105726088 | Valid Loss 0.103295424| lr 0.000800000 | time 203.817
Target: logvol | Layers 004| Heads 004| Epoch 005 | Train Loss 0.100916036 | Valid Loss 0.102591031| lr 0.000800000 | time 224.107
Target: logvol | Layers 004| Heads 004| Epoch 006 | Train Loss 7.104690540 | Valid Loss 0.096029879| lr 0.000800000 | time 206.438
Target: logvol | Layers 004| Heads 004| Epoch 007 | Train Loss 0.116771213 | Valid Loss 0.099736483| lr 0.000800000 | time 206.485
Target: logvol | Layers 004| Heads 004| Epoch 008 | Train Loss 0.101170240 | Valid Loss 0.098417348| lr 0.000800000 | time 206.472
Target: logvol | Layers 004| Heads 004| Epoch 009 | Train Loss 0.096594113 | Valid Loss 0.097594778| lr 0.000800000 | time 208.536
Target: logvol | Layers 004| Heads 004| Epoch 010 | Train Loss 0.101557973 | Valid Loss 0.106511358| lr 0.000800000 | time 210.639
Target: logvol | Layers 004| Heads 004| Epoch 011 | Train Loss 0.097437175 | Valid Loss 0.099905917| lr 0.000800000 | time 205.290
Target: logvol | Layers 004| Heads 004| Epoch 012 | Train Loss 0.104163599 | Valid Loss 0.098636348| lr 0.000800000 | time 200.796
Target: logvol | Layers 004| Heads 004| Epoch 013 | Train Loss 0.105510748 | Valid Loss 0.095198849| lr 0.000800000 | time 206.545
Target: logvol | Layers 004| Heads 004| Epoch 014 | Train Loss 0.129471075 | Valid Loss 0.158331253| lr 0.000800000 | time 203.405
