Target: logvol | Layers 004| Heads 008| Epoch 000 | Train Loss 1.083623059 | Valid Loss 0.247577410| lr 0.000200000 | time 230.140
Target: logvol | Layers 004| Heads 008| Epoch 001 | Train Loss 33.703170594 | Valid Loss 0.196683138| lr 0.000200000 | time 243.565
Target: logvol | Layers 004| Heads 008| Epoch 002 | Train Loss 104.674817444 | Valid Loss 0.139190192| lr 0.000200000 | time 250.941
Target: logvol | Layers 004| Heads 008| Epoch 003 | Train Loss 6.242810908 | Valid Loss 0.181626993| lr 0.000200000 | time 244.232
Target: logvol | Layers 004| Heads 008| Epoch 004 | Train Loss 66.134937393 | Valid Loss 0.133281360| lr 0.000200000 | time 243.242
Target: logvol | Layers 004| Heads 008| Epoch 005 | Train Loss 213.401323272 | Valid Loss 0.131844095| lr 0.000200000 | time 230.539
Target: logvol | Layers 004| Heads 008| Epoch 006 | Train Loss 133.374095087 | Valid Loss 0.098514702| lr 0.000200000 | time 223.893
Target: logvol | Layers 004| Heads 008| Epoch 007 | Train Loss 16.413157017 | Valid Loss 0.193286821| lr 0.000200000 | time 221.938
Target: logvol | Layers 004| Heads 008| Epoch 008 | Train Loss 83.423639184 | Valid Loss 568.177435320| lr 0.000200000 | time 220.574
Target: logvol | Layers 004| Heads 008| Epoch 009 | Train Loss 64.188369936 | Valid Loss 0.090404236| lr 0.000200000 | time 219.838
Target: logvol | Layers 004| Heads 008| Epoch 010 | Train Loss 6.570446599 | Valid Loss 0.107390168| lr 0.000200000 | time 226.803
Target: logvol | Layers 004| Heads 008| Epoch 011 | Train Loss 3.990506700 | Valid Loss 0.093635252| lr 0.000200000 | time 223.231
Target: logvol | Layers 004| Heads 008| Epoch 012 | Train Loss 2.744042082 | Valid Loss 0.288939676| lr 0.000200000 | time 221.662
Target: logvol | Layers 004| Heads 008| Epoch 013 | Train Loss 1.935277691 | Valid Loss 27.920828746| lr 0.000200000 | time 215.492
Target: logvol | Layers 004| Heads 008| Epoch 014 | Train Loss 5.637633800 | Valid Loss 11.027084474| lr 0.000200000 | time 215.239
