Target: logvol | Layers 004| Heads 002| Epoch 000 | Train Loss 41050.706520837 | Valid Loss 0.107119333| lr 0.001300000 | time 633.839
Target: logvol | Layers 004| Heads 002| Epoch 001 | Train Loss 0.547898139 | Valid Loss 0.332653285| lr 0.001300000 | time 546.238
Target: logvol | Layers 004| Heads 002| Epoch 002 | Train Loss 0.854950257 | Valid Loss 0.122945768| lr 0.001300000 | time 533.439
Target: logvol | Layers 004| Heads 002| Epoch 003 | Train Loss 0.554463789 | Valid Loss 0.097255150| lr 0.001300000 | time 573.817
Target: logvol | Layers 004| Heads 002| Epoch 004 | Train Loss 0.275395815 | Valid Loss 0.121898485| lr 0.001300000 | time 499.381
Target: logvol | Layers 004| Heads 002| Epoch 005 | Train Loss 399.888811739 | Valid Loss 0.096003128| lr 0.001300000 | time 215.627
Target: logvol | Layers 004| Heads 002| Epoch 006 | Train Loss 0.168118336 | Valid Loss 0.226898017| lr 0.001300000 | time 214.190
Target: logvol | Layers 004| Heads 002| Epoch 007 | Train Loss 0.334211497 | Valid Loss 0.117738455| lr 0.001300000 | time 214.118
Target: logvol | Layers 004| Heads 002| Epoch 008 | Train Loss 0.232026579 | Valid Loss 0.094968349| lr 0.001300000 | time 212.149
Target: logvol | Layers 004| Heads 002| Epoch 009 | Train Loss 0.201835710 | Valid Loss 0.094902240| lr 0.001300000 | time 214.007
Target: logvol | Layers 004| Heads 002| Epoch 010 | Train Loss 0.227631380 | Valid Loss 0.095882326| lr 0.001300000 | time 217.829
Target: logvol | Layers 004| Heads 002| Epoch 011 | Train Loss 0.208939174 | Valid Loss 0.436407833| lr 0.001300000 | time 205.014
Target: logvol | Layers 004| Heads 002| Epoch 012 | Train Loss 0.174899348 | Valid Loss 0.130365879| lr 0.001300000 | time 212.774
Target: logvol | Layers 004| Heads 002| Epoch 013 | Train Loss 0.411331209 | Valid Loss 0.096263078| lr 0.001300000 | time 223.120
Target: logvol | Layers 004| Heads 002| Epoch 014 | Train Loss 0.198128662 | Valid Loss 0.094979784| lr 0.001300000 | time 230.531
