Target: logvol | Layers 004| Heads 002| Epoch 000 | Train Loss 12.920959675 | Valid Loss 0.368558592| lr 0.000200000 | time 261.903
Target: logvol | Layers 004| Heads 002| Epoch 001 | Train Loss 31.775106990 | Valid Loss 6.702365242| lr 0.000200000 | time 233.177
Target: logvol | Layers 004| Heads 002| Epoch 002 | Train Loss 1.215547148 | Valid Loss 0.878325676| lr 0.000200000 | time 252.936
Target: logvol | Layers 004| Heads 002| Epoch 003 | Train Loss 1.363161153 | Valid Loss 0.251463775| lr 0.000200000 | time 226.931
Target: logvol | Layers 004| Heads 002| Epoch 004 | Train Loss 0.402817338 | Valid Loss 0.532715531| lr 0.000200000 | time 222.185
Target: logvol | Layers 004| Heads 002| Epoch 005 | Train Loss 0.496056744 | Valid Loss 0.284845201| lr 0.000200000 | time 215.619
Target: logvol | Layers 004| Heads 002| Epoch 006 | Train Loss 0.768817168 | Valid Loss 0.111711010| lr 0.000200000 | time 214.256
Target: logvol | Layers 004| Heads 002| Epoch 007 | Train Loss 11.405585739 | Valid Loss 0.107474915| lr 0.000200000 | time 211.832
Target: logvol | Layers 004| Heads 002| Epoch 008 | Train Loss 3.976970945 | Valid Loss 0.107026138| lr 0.000200000 | time 214.290
Target: logvol | Layers 004| Heads 002| Epoch 009 | Train Loss 0.522810868 | Valid Loss 0.104464025| lr 0.000200000 | time 214.002
Target: logvol | Layers 004| Heads 002| Epoch 010 | Train Loss 0.096585476 | Valid Loss 0.103274751| lr 0.000200000 | time 217.827
Target: logvol | Layers 004| Heads 002| Epoch 011 | Train Loss 0.146790108 | Valid Loss 0.101883447| lr 0.000200000 | time 203.239
Target: logvol | Layers 004| Heads 002| Epoch 012 | Train Loss 2.132467821 | Valid Loss 42.436879270| lr 0.000200000 | time 197.750
Target: logvol | Layers 004| Heads 002| Epoch 013 | Train Loss 0.123713010 | Valid Loss 0.098245917| lr 0.000200000 | time 198.581
Target: logvol | Layers 004| Heads 002| Epoch 014 | Train Loss 0.169334869 | Valid Loss 0.100090237| lr 0.000200000 | time 199.354
