Target: logvol | Layers 004| Heads 004| Epoch 000 | Train Loss 2374355.232288045 | Valid Loss 288.310537674| lr 0.002000000 | time 228.626
Target: logvol | Layers 004| Heads 004| Epoch 001 | Train Loss 69777.044401106 | Valid Loss 34.217211842| lr 0.002000000 | time 225.788
Target: logvol | Layers 004| Heads 004| Epoch 002 | Train Loss 3.433398503 | Valid Loss 0.108433313| lr 0.002000000 | time 223.014
Target: logvol | Layers 004| Heads 004| Epoch 003 | Train Loss 2.025952052 | Valid Loss 0.095331438| lr 0.002000000 | time 209.637
Target: logvol | Layers 004| Heads 004| Epoch 004 | Train Loss 1.212175668 | Valid Loss 2.412535966| lr 0.002000000 | time 220.938
Target: logvol | Layers 004| Heads 004| Epoch 005 | Train Loss 1.761446363 | Valid Loss 0.097537624| lr 0.002000000 | time 217.753
Target: logvol | Layers 004| Heads 004| Epoch 006 | Train Loss 0.887680173 | Valid Loss 0.143872960| lr 0.002000000 | time 218.110
Target: logvol | Layers 004| Heads 004| Epoch 007 | Train Loss 0.675277502 | Valid Loss 0.099564321| lr 0.002000000 | time 221.465
Target: logvol | Layers 004| Heads 004| Epoch 008 | Train Loss 0.782908112 | Valid Loss 0.182234185| lr 0.002000000 | time 222.277
Target: logvol | Layers 004| Heads 004| Epoch 009 | Train Loss 1.252726406 | Valid Loss 0.094816820| lr 0.002000000 | time 219.912
Target: logvol | Layers 004| Heads 004| Epoch 010 | Train Loss 0.815964684 | Valid Loss 0.344714228| lr 0.002000000 | time 197.406
Target: logvol | Layers 004| Heads 004| Epoch 011 | Train Loss 1.268057869 | Valid Loss 0.104796533| lr 0.002000000 | time 209.915
Target: logvol | Layers 004| Heads 004| Epoch 012 | Train Loss 0.722837867 | Valid Loss 0.097656034| lr 0.002000000 | time 207.602
Target: logvol | Layers 004| Heads 004| Epoch 013 | Train Loss 0.855688887 | Valid Loss 0.256291427| lr 0.002000000 | time 196.599
Target: logvol | Layers 004| Heads 004| Epoch 014 | Train Loss 1.385375142 | Valid Loss 0.103919524| lr 0.002000000 | time 207.291
