Target: logvol | Layers 004| Heads 008| Epoch 000 | Train Loss 0.566562145 | Valid Loss 0.695346231| lr 0.000100000 | time 228.123
Target: logvol | Layers 004| Heads 008| Epoch 001 | Train Loss 0.297899130 | Valid Loss 0.246564196| lr 0.000100000 | time 213.784
Target: logvol | Layers 004| Heads 008| Epoch 002 | Train Loss 0.323136716 | Valid Loss 0.118926322| lr 0.000100000 | time 217.007
Target: logvol | Layers 004| Heads 008| Epoch 003 | Train Loss 12.594942636 | Valid Loss 0.290676666| lr 0.000100000 | time 216.336
Target: logvol | Layers 004| Heads 008| Epoch 004 | Train Loss 7.214499326 | Valid Loss 0.111434954| lr 0.000100000 | time 216.678
Target: logvol | Layers 004| Heads 008| Epoch 005 | Train Loss 0.983453438 | Valid Loss 0.109140424| lr 0.000100000 | time 220.379
Target: logvol | Layers 004| Heads 008| Epoch 006 | Train Loss 138.614187387 | Valid Loss 0.116750383| lr 0.000100000 | time 219.148
Target: logvol | Layers 004| Heads 008| Epoch 007 | Train Loss 9.615148672 | Valid Loss 0.105012306| lr 0.000100000 | time 218.001
Target: logvol | Layers 004| Heads 008| Epoch 008 | Train Loss 0.255076336 | Valid Loss 0.111226265| lr 0.000100000 | time 217.824
Target: logvol | Layers 004| Heads 008| Epoch 009 | Train Loss 41.906749448 | Valid Loss 0.096801631| lr 0.000100000 | time 218.292
Target: logvol | Layers 004| Heads 008| Epoch 010 | Train Loss 1.947468017 | Valid Loss 66.414109903| lr 0.000100000 | time 228.893
Target: logvol | Layers 004| Heads 008| Epoch 011 | Train Loss 435.869055068 | Valid Loss 133.668127731| lr 0.000100000 | time 222.914
Target: logvol | Layers 004| Heads 008| Epoch 012 | Train Loss 47.220500599 | Valid Loss 0.383714147| lr 0.000100000 | time 222.762
Target: logvol | Layers 004| Heads 008| Epoch 013 | Train Loss 5.668411979 | Valid Loss 0.204348795| lr 0.000100000 | time 225.553
Target: logvol | Layers 004| Heads 008| Epoch 014 | Train Loss 17.162757032 | Valid Loss 7.795411853| lr 0.000100000 | time 229.389
