Target: logvol | Layers 004| Heads 002| Epoch 000 | Train Loss 479191873752044011520.000000000 | Valid Loss 563832909553564450816.000000000| lr 0.010000000 | time 206.341
Target: logvol | Layers 004| Heads 002| Epoch 001 | Train Loss 586112098502436913152.000000000 | Valid Loss 563832909553564450816.000000000| lr 0.010000000 | time 201.561
Target: logvol | Layers 004| Heads 002| Epoch 002 | Train Loss 587048225664468516864.000000000 | Valid Loss 563832909553564450816.000000000| lr 0.010000000 | time 200.401
Target: logvol | Layers 004| Heads 002| Epoch 003 | Train Loss 584464402033574084608.000000000 | Valid Loss 563832909553564450816.000000000| lr 0.010000000 | time 199.666
Target: logvol | Layers 004| Heads 002| Epoch 004 | Train Loss 587450436779272765440.000000000 | Valid Loss 563832909553564450816.000000000| lr 0.010000000 | time 202.691
Target: logvol | Layers 004| Heads 002| Epoch 005 | Train Loss 586358603260085075968.000000000 | Valid Loss 563832909553564450816.000000000| lr 0.010000000 | time 202.402
Target: logvol | Layers 004| Heads 002| Epoch 006 | Train Loss 586120018598341640192.000000000 | Valid Loss 563832909553564450816.000000000| lr 0.010000000 | time 199.533
Target: logvol | Layers 004| Heads 002| Epoch 007 | Train Loss 588136960689452154880.000000000 | Valid Loss 563832909553564450816.000000000| lr 0.010000000 | time 198.617
Target: logvol | Layers 004| Heads 002| Epoch 008 | Train Loss 588963607561114812416.000000000 | Valid Loss 563832909553564450816.000000000| lr 0.010000000 | time 199.623
Target: logvol | Layers 004| Heads 002| Epoch 009 | Train Loss 585729133968803889152.000000000 | Valid Loss 563832909553564450816.000000000| lr 0.010000000 | time 198.864
Target: logvol | Layers 004| Heads 002| Epoch 010 | Train Loss 590682022993087954944.000000000 | Valid Loss 563832909553564450816.000000000| lr 0.010000000 | time 212.349
Target: logvol | Layers 004| Heads 002| Epoch 011 | Train Loss 589393475681484537856.000000000 | Valid Loss 563832909553564450816.000000000| lr 0.010000000 | time 191.829
Target: logvol | Layers 004| Heads 002| Epoch 012 | Train Loss 588292446636062605312.000000000 | Valid Loss 563832909553564450816.000000000| lr 0.010000000 | time 190.668
Target: logvol | Layers 004| Heads 002| Epoch 013 | Train Loss 587544352276909588480.000000000 | Valid Loss 563832909553564450816.000000000| lr 0.010000000 | time 189.899
Target: logvol | Layers 004| Heads 002| Epoch 014 | Train Loss 589864072757129904128.000000000 | Valid Loss 563832909553564450816.000000000| lr 0.010000000 | time 189.334
