Target: logvol | Layers 004| Heads 008| Epoch 000 | Train Loss 1.237846122 | Valid Loss 0.171878420| lr 0.000300000 | time 225.988
Target: logvol | Layers 004| Heads 008| Epoch 001 | Train Loss 187.456134601 | Valid Loss 0.127975559| lr 0.000300000 | time 219.659
Target: logvol | Layers 004| Heads 008| Epoch 002 | Train Loss 14.763340144 | Valid Loss 0.229534587| lr 0.000300000 | time 223.933
Target: logvol | Layers 004| Heads 008| Epoch 003 | Train Loss 3.290166119 | Valid Loss 0.094205304| lr 0.000300000 | time 219.553
Target: logvol | Layers 004| Heads 008| Epoch 004 | Train Loss 16.871266795 | Valid Loss 0.100398454| lr 0.000300000 | time 211.074
Target: logvol | Layers 004| Heads 008| Epoch 005 | Train Loss 4.814899006 | Valid Loss 0.566818917| lr 0.000300000 | time 229.848
Target: logvol | Layers 004| Heads 008| Epoch 006 | Train Loss 60.484411067 | Valid Loss 0.206238724| lr 0.000300000 | time 237.903
Target: logvol | Layers 004| Heads 008| Epoch 007 | Train Loss 8.718225956 | Valid Loss 0.564216034| lr 0.000300000 | time 235.110
Target: logvol | Layers 004| Heads 008| Epoch 008 | Train Loss 1.244319892 | Valid Loss 2.048506437| lr 0.000300000 | time 242.197
Target: logvol | Layers 004| Heads 008| Epoch 009 | Train Loss 41.554247018 | Valid Loss 0.179774883| lr 0.000300000 | time 236.034
Target: logvol | Layers 004| Heads 008| Epoch 010 | Train Loss 8.514406925 | Valid Loss 0.523635042| lr 0.000300000 | time 248.998
Target: logvol | Layers 004| Heads 008| Epoch 011 | Train Loss 1.865440811 | Valid Loss 0.095980757| lr 0.000300000 | time 242.365
Target: logvol | Layers 004| Heads 008| Epoch 012 | Train Loss 1.320103938 | Valid Loss 0.089342192| lr 0.000300000 | time 249.158
Target: logvol | Layers 004| Heads 008| Epoch 013 | Train Loss 12.646252937 | Valid Loss 0.088500443| lr 0.000300000 | time 245.064
Target: logvol | Layers 004| Heads 008| Epoch 014 | Train Loss 1.971776881 | Valid Loss 1.817794527| lr 0.000300000 | time 257.078
