Target: logvol | Layers 004| Heads 004| Epoch 000 | Train Loss 31.739801353 | Valid Loss 1.680827234| lr 0.000700000 | time 220.478
Target: logvol | Layers 004| Heads 004| Epoch 001 | Train Loss 228.570790579 | Valid Loss 182.236654045| lr 0.000700000 | time 207.496
Target: logvol | Layers 004| Heads 004| Epoch 002 | Train Loss 111.288165450 | Valid Loss 438.361311479| lr 0.000700000 | time 206.501
Target: logvol | Layers 004| Heads 004| Epoch 003 | Train Loss 542.861214903 | Valid Loss 0.121963995| lr 0.000700000 | time 201.958
Target: logvol | Layers 004| Heads 004| Epoch 004 | Train Loss 0.091481529 | Valid Loss 0.096842515| lr 0.000700000 | time 202.159
Target: logvol | Layers 004| Heads 004| Epoch 005 | Train Loss 0.090815164 | Valid Loss 0.097224457| lr 0.000700000 | time 224.170
Target: logvol | Layers 004| Heads 004| Epoch 006 | Train Loss 0.092140086 | Valid Loss 0.095363585| lr 0.000700000 | time 206.432
Target: logvol | Layers 004| Heads 004| Epoch 007 | Train Loss 0.093860700 | Valid Loss 0.098032079| lr 0.000700000 | time 207.005
Target: logvol | Layers 004| Heads 004| Epoch 008 | Train Loss 0.127923918 | Valid Loss 0.251458558| lr 0.000700000 | time 205.954
Target: logvol | Layers 004| Heads 004| Epoch 009 | Train Loss 0.098254663 | Valid Loss 0.109722200| lr 0.000700000 | time 214.214
Target: logvol | Layers 004| Heads 004| Epoch 010 | Train Loss 0.100167573 | Valid Loss 0.098578934| lr 0.000700000 | time 243.647
Target: logvol | Layers 004| Heads 004| Epoch 011 | Train Loss 0.100418869 | Valid Loss 0.102131572| lr 0.000700000 | time 225.181
Target: logvol | Layers 004| Heads 004| Epoch 012 | Train Loss 0.093121733 | Valid Loss 0.095283353| lr 0.000700000 | time 203.530
Target: logvol | Layers 004| Heads 004| Epoch 013 | Train Loss 0.098124553 | Valid Loss 0.098812448| lr 0.000700000 | time 204.006
Target: logvol | Layers 004| Heads 004| Epoch 014 | Train Loss 0.097315026 | Valid Loss 2.178764541| lr 0.000700000 | time 205.139
