Target: logvol | Layers 004| Heads 012| Epoch 000 | Train Loss 310918440676.776306152 | Valid Loss 8782729568.240442276| lr 0.006000000 | time 250.890
Target: logvol | Layers 004| Heads 012| Epoch 001 | Train Loss 1135467548358.385986328 | Valid Loss 1048245058053.653686523| lr 0.006000000 | time 236.728
Target: logvol | Layers 004| Heads 012| Epoch 002 | Train Loss 2069600919428.005371094 | Valid Loss 8028490898650.152343750| lr 0.006000000 | time 242.930
Target: logvol | Layers 004| Heads 012| Epoch 003 | Train Loss 3808086750796.446777344 | Valid Loss 767473227778.384033203| lr 0.006000000 | time 240.997
Target: logvol | Layers 004| Heads 012| Epoch 004 | Train Loss 3575863238951.138671875 | Valid Loss 531906933779.953674316| lr 0.006000000 | time 238.989
Target: logvol | Layers 004| Heads 012| Epoch 005 | Train Loss 1441114373555.364501953 | Valid Loss 54332044680.971099854| lr 0.006000000 | time 240.728
Target: logvol | Layers 004| Heads 012| Epoch 006 | Train Loss 1592805934042.916503906 | Valid Loss 32940597180.012294769| lr 0.006000000 | time 238.039
Target: logvol | Layers 004| Heads 012| Epoch 007 | Train Loss 1731119454014.739746094 | Valid Loss 159105205713.739868164| lr 0.006000000 | time 238.318
Target: logvol | Layers 004| Heads 012| Epoch 008 | Train Loss 3998389046208.501464844 | Valid Loss 312601390832.437500000| lr 0.006000000 | time 238.089
Target: logvol | Layers 004| Heads 012| Epoch 009 | Train Loss 4696982599934.501953125 | Valid Loss 513640561351.111083984| lr 0.006000000 | time 235.283
Target: logvol | Layers 004| Heads 012| Epoch 010 | Train Loss 585570737347.012084961 | Valid Loss 49402067779.200294495| lr 0.006000000 | time 246.042
Target: logvol | Layers 004| Heads 012| Epoch 011 | Train Loss 1361407072808.516113281 | Valid Loss 906468370584.648193359| lr 0.006000000 | time 250.482
Target: logvol | Layers 004| Heads 012| Epoch 012 | Train Loss 4136332364077.056152344 | Valid Loss 1254513066257.727783203| lr 0.006000000 | time 237.611
Target: logvol | Layers 004| Heads 012| Epoch 013 | Train Loss 4715429879780.846679688 | Valid Loss 3960314246372.785644531| lr 0.006000000 | time 248.084
Target: logvol | Layers 004| Heads 012| Epoch 014 | Train Loss 7413348757115.045898438 | Valid Loss 718432789104.165161133| lr 0.006000000 | time 239.630
