Target: logvol | Layers 004| Heads 012| Epoch 000 | Train Loss 19848.284404259 | Valid Loss 6006.477767477| lr 0.001300000 | time 254.836
Target: logvol | Layers 004| Heads 012| Epoch 001 | Train Loss 168895.505499839 | Valid Loss 353978.014035698| lr 0.001300000 | time 237.737
Target: logvol | Layers 004| Heads 012| Epoch 002 | Train Loss 382782.758719706 | Valid Loss 7263.009136002| lr 0.001300000 | time 238.409
Target: logvol | Layers 004| Heads 012| Epoch 003 | Train Loss 715032.709373525 | Valid Loss 550798.456522429| lr 0.001300000 | time 239.469
Target: logvol | Layers 004| Heads 012| Epoch 004 | Train Loss 749182.706818141 | Valid Loss 458359.966234680| lr 0.001300000 | time 238.747
Target: logvol | Layers 004| Heads 012| Epoch 005 | Train Loss 257775.778871338 | Valid Loss 149198.406910370| lr 0.001300000 | time 254.618
Target: logvol | Layers 004| Heads 012| Epoch 006 | Train Loss 899514.594451026 | Valid Loss 71960.920990103| lr 0.001300000 | time 259.226
Target: logvol | Layers 004| Heads 012| Epoch 007 | Train Loss 1618348.755370154 | Valid Loss 1903915.059899012| lr 0.001300000 | time 260.152
Target: logvol | Layers 004| Heads 012| Epoch 008 | Train Loss 709727.537815716 | Valid Loss 550078.215917091| lr 0.001300000 | time 257.701
Target: logvol | Layers 004| Heads 012| Epoch 009 | Train Loss 629528.622827825 | Valid Loss 106298.707003144| lr 0.001300000 | time 262.838
Target: logvol | Layers 004| Heads 012| Epoch 010 | Train Loss 180177.251805846 | Valid Loss 25721.152803656| lr 0.001300000 | time 238.144
Target: logvol | Layers 004| Heads 012| Epoch 011 | Train Loss 439376.016338458 | Valid Loss 47255.033390625| lr 0.001300000 | time 232.223
Target: logvol | Layers 004| Heads 012| Epoch 012 | Train Loss 2104863.604795333 | Valid Loss 48713.840185085| lr 0.001300000 | time 235.036
Target: logvol | Layers 004| Heads 012| Epoch 013 | Train Loss 1689837.127290193 | Valid Loss 4695972.825346403| lr 0.001300000 | time 234.224
Target: logvol | Layers 004| Heads 012| Epoch 014 | Train Loss 2271599.289345699 | Valid Loss 7528038.851298938| lr 0.001300000 | time 235.850
