Target: logvol | Layers 004| Heads 004| Epoch 000 | Train Loss 898441580652.968139648 | Valid Loss 108629606966.058090210| lr 0.005000000 | time 240.914
Target: logvol | Layers 004| Heads 004| Epoch 001 | Train Loss 587760141299888.125000000 | Valid Loss 72969940447.698120117| lr 0.005000000 | time 240.646
Target: logvol | Layers 004| Heads 004| Epoch 002 | Train Loss 504043222924.199462891 | Valid Loss 424115503.716967821| lr 0.005000000 | time 256.686
Target: logvol | Layers 004| Heads 004| Epoch 003 | Train Loss 497052576025868224.000000000 | Valid Loss 572451390835001152.000000000| lr 0.005000000 | time 267.182
Target: logvol | Layers 004| Heads 004| Epoch 004 | Train Loss 400720008109985.125000000 | Valid Loss 38327815008.675636292| lr 0.005000000 | time 267.431
Target: logvol | Layers 004| Heads 004| Epoch 005 | Train Loss 141640320.304820567 | Valid Loss 5615353.871163966| lr 0.005000000 | time 221.146
Target: logvol | Layers 004| Heads 004| Epoch 006 | Train Loss 851283942.604793787 | Valid Loss 7.113277632| lr 0.005000000 | time 227.604
Target: logvol | Layers 004| Heads 004| Epoch 007 | Train Loss 5525.189083094 | Valid Loss 42052.392985353| lr 0.005000000 | time 222.552
Target: logvol | Layers 004| Heads 004| Epoch 008 | Train Loss 4197.822135566 | Valid Loss 321.440428162| lr 0.005000000 | time 215.222
Target: logvol | Layers 004| Heads 004| Epoch 009 | Train Loss 3643.784426570 | Valid Loss 182.999004506| lr 0.005000000 | time 213.194
Target: logvol | Layers 004| Heads 004| Epoch 010 | Train Loss 2969.436065322 | Valid Loss 24.964566965| lr 0.005000000 | time 198.276
Target: logvol | Layers 004| Heads 004| Epoch 011 | Train Loss 4521.873018566 | Valid Loss 0.694794519| lr 0.005000000 | time 208.718
Target: logvol | Layers 004| Heads 004| Epoch 012 | Train Loss 2753.274208386 | Valid Loss 0.324797643| lr 0.005000000 | time 207.324
Target: logvol | Layers 004| Heads 004| Epoch 013 | Train Loss 6681.776207090 | Valid Loss 44.681675560| lr 0.005000000 | time 196.621
Target: logvol | Layers 004| Heads 004| Epoch 014 | Train Loss 9777.371947944 | Valid Loss 62.569349067| lr 0.005000000 | time 207.186
