Target: logvol | Layers 004| Heads 012| Epoch 000 | Train Loss 115.778072011 | Valid Loss 51.654482011| lr 0.000700000 | time 256.478
Target: logvol | Layers 004| Heads 012| Epoch 001 | Train Loss 160.992934669 | Valid Loss 26.317052634| lr 0.000700000 | time 256.936
Target: logvol | Layers 004| Heads 012| Epoch 002 | Train Loss 100.130273288 | Valid Loss 0.801146941| lr 0.000700000 | time 258.183
Target: logvol | Layers 004| Heads 012| Epoch 003 | Train Loss 1061.176188221 | Valid Loss 127.565239530| lr 0.000700000 | time 264.283
Target: logvol | Layers 004| Heads 012| Epoch 004 | Train Loss 1859.422608043 | Valid Loss 2267.806146934| lr 0.000700000 | time 261.622
Target: logvol | Layers 004| Heads 012| Epoch 005 | Train Loss 1129.152215384 | Valid Loss 9.816724931| lr 0.000700000 | time 570.379
Target: logvol | Layers 004| Heads 012| Epoch 006 | Train Loss 852.258765371 | Valid Loss 154.780445561| lr 0.000700000 | time 360.895
Target: logvol | Layers 004| Heads 012| Epoch 007 | Train Loss 153.777683295 | Valid Loss 109.041136216| lr 0.000700000 | time 248.778
Target: logvol | Layers 004| Heads 012| Epoch 008 | Train Loss 1019.159586839 | Valid Loss 122.802964261| lr 0.000700000 | time 247.345
Target: logvol | Layers 004| Heads 012| Epoch 009 | Train Loss 1554.081134426 | Valid Loss 319.400660495| lr 0.000700000 | time 237.093
Target: logvol | Layers 004| Heads 012| Epoch 010 | Train Loss 712.296121796 | Valid Loss 9.386560425| lr 0.000700000 | time 237.520
Target: logvol | Layers 004| Heads 012| Epoch 011 | Train Loss 1053.903100254 | Valid Loss 171.067400226| lr 0.000700000 | time 229.362
Target: logvol | Layers 004| Heads 012| Epoch 012 | Train Loss 1058.650348275 | Valid Loss 3837.581184643| lr 0.000700000 | time 233.974
Target: logvol | Layers 004| Heads 012| Epoch 013 | Train Loss 2986.828222710 | Valid Loss 449.559054765| lr 0.000700000 | time 236.428
Target: logvol | Layers 004| Heads 012| Epoch 014 | Train Loss 3515.152925142 | Valid Loss 371.554938855| lr 0.000700000 | time 237.590
