Target: logvol | Layers 004| Heads 002| Epoch 000 | Train Loss 3.231682768 | Valid Loss 0.730829021| lr 0.000400000 | time 218.009
Target: logvol | Layers 004| Heads 002| Epoch 001 | Train Loss 342.845819941 | Valid Loss 0.100930239| lr 0.000400000 | time 206.670
Target: logvol | Layers 004| Heads 002| Epoch 002 | Train Loss 101.011495672 | Valid Loss 0.324733561| lr 0.000400000 | time 206.159
Target: logvol | Layers 004| Heads 002| Epoch 003 | Train Loss 0.977494046 | Valid Loss 0.115348613| lr 0.000400000 | time 206.404
Target: logvol | Layers 004| Heads 002| Epoch 004 | Train Loss 0.086503491 | Valid Loss 0.098807278| lr 0.000400000 | time 193.599
Target: logvol | Layers 004| Heads 002| Epoch 005 | Train Loss 0.297954001 | Valid Loss 4.954872851| lr 0.000400000 | time 222.135
Target: logvol | Layers 004| Heads 002| Epoch 006 | Train Loss 0.804459298 | Valid Loss 0.096007353| lr 0.000400000 | time 221.662
Target: logvol | Layers 004| Heads 002| Epoch 007 | Train Loss 0.086704121 | Valid Loss 0.097816911| lr 0.000400000 | time 224.938
Target: logvol | Layers 004| Heads 002| Epoch 008 | Train Loss 0.085395910 | Valid Loss 0.097702241| lr 0.000400000 | time 222.028
Target: logvol | Layers 004| Heads 002| Epoch 009 | Train Loss 0.087169601 | Valid Loss 0.097755263| lr 0.000400000 | time 217.274
Target: logvol | Layers 004| Heads 002| Epoch 010 | Train Loss 0.086505978 | Valid Loss 0.097840710| lr 0.000400000 | time 217.745
Target: logvol | Layers 004| Heads 002| Epoch 011 | Train Loss 0.085538349 | Valid Loss 0.097661114| lr 0.000400000 | time 204.745
Target: logvol | Layers 004| Heads 002| Epoch 012 | Train Loss 0.086261230 | Valid Loss 0.097601134| lr 0.000400000 | time 198.288
Target: logvol | Layers 004| Heads 002| Epoch 013 | Train Loss 0.086103413 | Valid Loss 0.097402256| lr 0.000400000 | time 196.658
Target: logvol | Layers 004| Heads 002| Epoch 014 | Train Loss 0.086048527 | Valid Loss 0.097431896| lr 0.000400000 | time 199.398
