Target: logvol | Layers 004| Heads 012| Epoch 000 | Train Loss 8190.743523740 | Valid Loss 4950.646389510| lr 0.001200000 | time 254.868
Target: logvol | Layers 004| Heads 012| Epoch 001 | Train Loss 114469.098159893 | Valid Loss 17822.795377958| lr 0.001200000 | time 237.740
Target: logvol | Layers 004| Heads 012| Epoch 002 | Train Loss 482003.808437515 | Valid Loss 1544805.367584184| lr 0.001200000 | time 238.410
Target: logvol | Layers 004| Heads 012| Epoch 003 | Train Loss 915971.073577399 | Valid Loss 90836.744415548| lr 0.001200000 | time 239.468
Target: logvol | Layers 004| Heads 012| Epoch 004 | Train Loss 1416010.527259553 | Valid Loss 607467.196997004| lr 0.001200000 | time 238.747
Target: logvol | Layers 004| Heads 012| Epoch 005 | Train Loss 191209.568394602 | Valid Loss 279240.712438900| lr 0.001200000 | time 447.155
Target: logvol | Layers 004| Heads 012| Epoch 006 | Train Loss 549412.503805174 | Valid Loss 103740.118617838| lr 0.001200000 | time 551.885
Target: logvol | Layers 004| Heads 012| Epoch 007 | Train Loss 2159759.377175614 | Valid Loss 212869.702121048| lr 0.001200000 | time 690.581
Target: logvol | Layers 004| Heads 012| Epoch 008 | Train Loss 2635224.074670199 | Valid Loss 59372.078379220| lr 0.001200000 | time 619.986
Target: logvol | Layers 004| Heads 012| Epoch 009 | Train Loss 2487181.003608236 | Valid Loss 178742.777058573| lr 0.001200000 | time 613.917
Target: logvol | Layers 004| Heads 012| Epoch 010 | Train Loss 143375.398328256 | Valid Loss 31836.065643769| lr 0.001200000 | time 238.096
Target: logvol | Layers 004| Heads 012| Epoch 011 | Train Loss 403147.871583520 | Valid Loss 7716671.188582577| lr 0.001200000 | time 230.931
Target: logvol | Layers 004| Heads 012| Epoch 012 | Train Loss 1300495.219115390 | Valid Loss 584453.070381541| lr 0.001200000 | time 241.531
Target: logvol | Layers 004| Heads 012| Epoch 013 | Train Loss 1358388.893309056 | Valid Loss 2136573.656633670| lr 0.001200000 | time 233.933
Target: logvol | Layers 004| Heads 012| Epoch 014 | Train Loss 2540648.137778011 | Valid Loss 2064728.917826167| lr 0.001200000 | time 235.825
