Target: logvol | Layers 004| Heads 008| Epoch 000 | Train Loss 21666.286669178 | Valid Loss 178565.412762847| lr 0.001300000 | time 224.396
Target: logvol | Layers 004| Heads 008| Epoch 001 | Train Loss 161598.528678861 | Valid Loss 19370.322163610| lr 0.001300000 | time 220.377
Target: logvol | Layers 004| Heads 008| Epoch 002 | Train Loss 476457.509998369 | Valid Loss 500423.363817406| lr 0.001300000 | time 223.215
Target: logvol | Layers 004| Heads 008| Epoch 003 | Train Loss 448021.764708824 | Valid Loss 3072.825202537| lr 0.001300000 | time 220.232
Target: logvol | Layers 004| Heads 008| Epoch 004 | Train Loss 146106.186405360 | Valid Loss 1454.738886047| lr 0.001300000 | time 220.694
Target: logvol | Layers 004| Heads 008| Epoch 005 | Train Loss 140950.511017524 | Valid Loss 3.422203247| lr 0.001300000 | time 230.181
Target: logvol | Layers 004| Heads 008| Epoch 006 | Train Loss 4.533259231 | Valid Loss 3.336723289| lr 0.001300000 | time 224.395
Target: logvol | Layers 004| Heads 008| Epoch 007 | Train Loss 139.486944841 | Valid Loss 0.096052580| lr 0.001300000 | time 221.122
Target: logvol | Layers 004| Heads 008| Epoch 008 | Train Loss 8.298461820 | Valid Loss 0.099144028| lr 0.001300000 | time 220.691
Target: logvol | Layers 004| Heads 008| Epoch 009 | Train Loss 0.180203745 | Valid Loss 0.097664695| lr 0.001300000 | time 221.066
Target: logvol | Layers 004| Heads 008| Epoch 010 | Train Loss 9.066061680 | Valid Loss 0.109689121| lr 0.001300000 | time 225.689
Target: logvol | Layers 004| Heads 008| Epoch 011 | Train Loss 0.196940688 | Valid Loss 0.127600426| lr 0.001300000 | time 223.617
Target: logvol | Layers 004| Heads 008| Epoch 012 | Train Loss 0.398597255 | Valid Loss 0.105035901| lr 0.001300000 | time 222.492
Target: logvol | Layers 004| Heads 008| Epoch 013 | Train Loss 0.204413098 | Valid Loss 0.100143211| lr 0.001300000 | time 219.431
Target: logvol | Layers 004| Heads 008| Epoch 014 | Train Loss 0.214669059 | Valid Loss 0.119389765| lr 0.001300000 | time 219.278
