Target: logvol | Layers 004| Heads 012| Epoch 000 | Train Loss 26862143038674.679687500 | Valid Loss 16493583432078.269531250| lr 0.010000000 | time 250.789
Target: logvol | Layers 004| Heads 012| Epoch 001 | Train Loss 97775241746140.687500000 | Valid Loss 96001464977353.796875000| lr 0.010000000 | time 236.778
Target: logvol | Layers 004| Heads 012| Epoch 002 | Train Loss 360338683038750.562500000 | Valid Loss 3154861112770716.000000000| lr 0.010000000 | time 242.990
Target: logvol | Layers 004| Heads 012| Epoch 003 | Train Loss 110802466615882656.000000000 | Valid Loss 1468445049740673.250000000| lr 0.010000000 | time 242.824
Target: logvol | Layers 004| Heads 012| Epoch 004 | Train Loss 5544969661060781965312.000000000 | Valid Loss 15756373224154732691456.000000000| lr 0.010000000 | time 237.122
Target: logvol | Layers 004| Heads 012| Epoch 005 | Train Loss 187780910447526.500000000 | Valid Loss 273208533982483.125000000| lr 0.010000000 | time 243.185
Target: logvol | Layers 004| Heads 012| Epoch 006 | Train Loss 503422990294974.687500000 | Valid Loss 194619901369036.375000000| lr 0.010000000 | time 238.073
Target: logvol | Layers 004| Heads 012| Epoch 007 | Train Loss 612089826713030.000000000 | Valid Loss 1155043589047297.750000000| lr 0.010000000 | time 236.231
Target: logvol | Layers 004| Heads 012| Epoch 008 | Train Loss 255799803801121120.000000000 | Valid Loss 37464583132485496.000000000| lr 0.010000000 | time 235.102
Target: logvol | Layers 004| Heads 012| Epoch 009 | Train Loss 2515755108710975799296.000000000 | Valid Loss 9783836609827961831424.000000000| lr 0.010000000 | time 236.014
Target: logvol | Layers 004| Heads 012| Epoch 010 | Train Loss 217826829030676.781250000 | Valid Loss 109785458719208.062500000| lr 0.010000000 | time 241.568
Target: logvol | Layers 004| Heads 012| Epoch 011 | Train Loss 540970929660607.562500000 | Valid Loss 27877242662889.101562500| lr 0.010000000 | time 245.801
Target: logvol | Layers 004| Heads 012| Epoch 012 | Train Loss 290636645459870.937500000 | Valid Loss 67411573386979.328125000| lr 0.010000000 | time 247.317
Target: logvol | Layers 004| Heads 012| Epoch 013 | Train Loss 529548416450194.125000000 | Valid Loss 2498862587251188.000000000| lr 0.010000000 | time 248.082
Target: logvol | Layers 004| Heads 012| Epoch 014 | Train Loss 430951325001922.750000000 | Valid Loss 349607911086093.687500000| lr 0.010000000 | time 239.640
