Target: logvol | Layers 004| Heads 012| Epoch 000 | Train Loss 17806405844441.324218750 | Valid Loss 2509499150017.263671875| lr 0.009000000 | time 250.576
Target: logvol | Layers 004| Heads 012| Epoch 001 | Train Loss 190832866940512.000000000 | Valid Loss 5684985012369.551757812| lr 0.009000000 | time 236.939
Target: logvol | Layers 004| Heads 012| Epoch 002 | Train Loss 218642519436175.812500000 | Valid Loss 141686859213830.687500000| lr 0.009000000 | time 242.855
Target: logvol | Layers 004| Heads 012| Epoch 003 | Train Loss 255433084075677.812500000 | Valid Loss 68609195755569.476562500| lr 0.009000000 | time 240.958
Target: logvol | Layers 004| Heads 012| Epoch 004 | Train Loss 468018955358228.437500000 | Valid Loss 118386420454681.031250000| lr 0.009000000 | time 238.986
Target: logvol | Layers 004| Heads 012| Epoch 005 | Train Loss 118278797697246.468750000 | Valid Loss 59504902508367.968750000| lr 0.009000000 | time 239.154
Target: logvol | Layers 004| Heads 012| Epoch 006 | Train Loss 196227952868013.187500000 | Valid Loss 60622532472448.578125000| lr 0.009000000 | time 238.027
Target: logvol | Layers 004| Heads 012| Epoch 007 | Train Loss 636903705511356.750000000 | Valid Loss 52589848355653.554687500| lr 0.009000000 | time 238.251
Target: logvol | Layers 004| Heads 012| Epoch 008 | Train Loss 336684098975454.312500000 | Valid Loss 34215235309545.648437500| lr 0.009000000 | time 238.137
Target: logvol | Layers 004| Heads 012| Epoch 009 | Train Loss 204457408828415377408.000000000 | Valid Loss 171236268052993.062500000| lr 0.009000000 | time 236.013
Target: logvol | Layers 004| Heads 012| Epoch 010 | Train Loss 74172206866646.265625000 | Valid Loss 1912418377412.847900391| lr 0.009000000 | time 706.857
Target: logvol | Layers 004| Heads 012| Epoch 011 | Train Loss 587754308018846.625000000 | Valid Loss 66356977732682.984375000| lr 0.009000000 | time 712.426
Target: logvol | Layers 004| Heads 012| Epoch 012 | Train Loss 453303728055465.250000000 | Valid Loss 9245895772645.679687500| lr 0.009000000 | time 720.050
Target: logvol | Layers 004| Heads 012| Epoch 013 | Train Loss 980258906383098970112.000000000 | Valid Loss 3758234512896926154752.000000000| lr 0.009000000 | time 711.107
Target: logvol | Layers 004| Heads 012| Epoch 014 | Train Loss 5639048279755085316096.000000000 | Valid Loss 5909506316336650780672.000000000| lr 0.009000000 | time 692.778
