Target: logvol | Layers 004| Heads 012| Epoch 000 | Train Loss 0.483068873 | Valid Loss 0.143272610| lr 0.000100000 | time 230.063
Target: logvol | Layers 004| Heads 012| Epoch 001 | Train Loss 0.200203092 | Valid Loss 0.134143973| lr 0.000100000 | time 234.352
Target: logvol | Layers 004| Heads 012| Epoch 002 | Train Loss 0.158793554 | Valid Loss 0.142819873| lr 0.000100000 | time 228.771
Target: logvol | Layers 004| Heads 012| Epoch 003 | Train Loss 0.130702305 | Valid Loss 0.129199413| lr 0.000100000 | time 231.752
Target: logvol | Layers 004| Heads 012| Epoch 004 | Train Loss 0.850236396 | Valid Loss 0.106256278| lr 0.000100000 | time 238.908
Target: logvol | Layers 004| Heads 012| Epoch 005 | Train Loss 0.148840681 | Valid Loss 0.146705721| lr 0.000100000 | time 261.741
Target: logvol | Layers 004| Heads 012| Epoch 006 | Train Loss 0.364279598 | Valid Loss 0.131041798| lr 0.000100000 | time 263.843
Target: logvol | Layers 004| Heads 012| Epoch 007 | Train Loss 0.974232765 | Valid Loss 0.099083090| lr 0.000100000 | time 264.500
Target: logvol | Layers 004| Heads 012| Epoch 008 | Train Loss 0.084847729 | Valid Loss 0.130000190| lr 0.000100000 | time 267.646
Target: logvol | Layers 004| Heads 012| Epoch 009 | Train Loss 3.425520802 | Valid Loss 0.099043242| lr 0.000100000 | time 266.663
Target: logvol | Layers 004| Heads 012| Epoch 010 | Train Loss 0.099985733 | Valid Loss 0.116378598| lr 0.000100000 | time 242.142
Target: logvol | Layers 004| Heads 012| Epoch 011 | Train Loss 12.076446718 | Valid Loss 0.309726812| lr 0.000100000 | time 245.809
Target: logvol | Layers 004| Heads 012| Epoch 012 | Train Loss 0.260528044 | Valid Loss 0.110107547| lr 0.000100000 | time 250.728
Target: logvol | Layers 004| Heads 012| Epoch 013 | Train Loss 0.193914160 | Valid Loss 0.330130066| lr 0.000100000 | time 244.682
Target: logvol | Layers 004| Heads 012| Epoch 014 | Train Loss 0.227720740 | Valid Loss 3.613240069| lr 0.000100000 | time 241.573
