Target: logvol | Layers 004| Heads 004| Epoch 000 | Train Loss 10.355877158 | Valid Loss 2.821270878| lr 0.000600000 | time 220.508
Target: logvol | Layers 004| Heads 004| Epoch 001 | Train Loss 25.873316344 | Valid Loss 3.066053698| lr 0.000600000 | time 207.478
Target: logvol | Layers 004| Heads 004| Epoch 002 | Train Loss 2.700101814 | Valid Loss 0.204431918| lr 0.000600000 | time 206.505
Target: logvol | Layers 004| Heads 004| Epoch 003 | Train Loss 14.870071023 | Valid Loss 0.139144634| lr 0.000600000 | time 201.910
Target: logvol | Layers 004| Heads 004| Epoch 004 | Train Loss 0.097272746 | Valid Loss 0.098162456| lr 0.000600000 | time 202.189
Target: logvol | Layers 004| Heads 004| Epoch 005 | Train Loss 0.092826193 | Valid Loss 0.097854304| lr 0.000600000 | time 224.189
Target: logvol | Layers 004| Heads 004| Epoch 006 | Train Loss 0.185429511 | Valid Loss 0.097536296| lr 0.000600000 | time 216.798
Target: logvol | Layers 004| Heads 004| Epoch 007 | Train Loss 0.090811747 | Valid Loss 0.146478178| lr 0.000600000 | time 213.340
Target: logvol | Layers 004| Heads 004| Epoch 008 | Train Loss 0.092201606 | Valid Loss 0.116924841| lr 0.000600000 | time 211.150
Target: logvol | Layers 004| Heads 004| Epoch 009 | Train Loss 0.094308005 | Valid Loss 0.097339238| lr 0.000600000 | time 215.375
Target: logvol | Layers 004| Heads 004| Epoch 010 | Train Loss 0.090495361 | Valid Loss 0.308997828| lr 0.000600000 | time 210.945
Target: logvol | Layers 004| Heads 004| Epoch 011 | Train Loss 0.089717952 | Valid Loss 0.108586491| lr 0.000600000 | time 210.830
Target: logvol | Layers 004| Heads 004| Epoch 012 | Train Loss 0.093095082 | Valid Loss 0.095411088| lr 0.000600000 | time 217.420
Target: logvol | Layers 004| Heads 004| Epoch 013 | Train Loss 0.088876261 | Valid Loss 0.200398830| lr 0.000600000 | time 220.488
Target: logvol | Layers 004| Heads 004| Epoch 014 | Train Loss 0.088987759 | Valid Loss 0.095736344| lr 0.000600000 | time 223.723
