Target: logvol | Layers 004| Heads 002| Epoch 000 | Train Loss 1539857561109804613632.000000000 | Valid Loss 9753504994693302190080.000000000| lr 0.008000000 | time 206.311
Target: logvol | Layers 004| Heads 002| Epoch 001 | Train Loss 27808362510843331477504.000000000 | Valid Loss 21537778947969727332352.000000000| lr 0.008000000 | time 201.539
Target: logvol | Layers 004| Heads 002| Epoch 002 | Train Loss 21144755580887921328128.000000000 | Valid Loss 21537778947969727332352.000000000| lr 0.008000000 | time 200.400
Target: logvol | Layers 004| Heads 002| Epoch 003 | Train Loss 21113334876708337090560.000000000 | Valid Loss 21537778947969727332352.000000000| lr 0.008000000 | time 199.667
Target: logvol | Layers 004| Heads 002| Epoch 004 | Train Loss 21143848396783871852544.000000000 | Valid Loss 21537778947969727332352.000000000| lr 0.008000000 | time 202.688
Target: logvol | Layers 004| Heads 002| Epoch 005 | Train Loss 183313159617218795798528.000000000 | Valid Loss 669648049148996616192.000000000| lr 0.008000000 | time 202.019
Target: logvol | Layers 004| Heads 002| Epoch 006 | Train Loss 661586596754193645568.000000000 | Valid Loss 669648049148996616192.000000000| lr 0.008000000 | time 199.449
Target: logvol | Layers 004| Heads 002| Epoch 007 | Train Loss 660379127077837471744.000000000 | Valid Loss 669648049148996616192.000000000| lr 0.008000000 | time 198.621
Target: logvol | Layers 004| Heads 002| Epoch 008 | Train Loss 661962016352491012096.000000000 | Valid Loss 669648049148996616192.000000000| lr 0.008000000 | time 199.624
Target: logvol | Layers 004| Heads 002| Epoch 009 | Train Loss 662000555621989613568.000000000 | Valid Loss 669648049148996616192.000000000| lr 0.008000000 | time 198.858
Target: logvol | Layers 004| Heads 002| Epoch 010 | Train Loss 658940962740420608000.000000000 | Valid Loss 669648049148996616192.000000000| lr 0.008000000 | time 209.225
Target: logvol | Layers 004| Heads 002| Epoch 011 | Train Loss 659497544322493841408.000000000 | Valid Loss 669648049148996616192.000000000| lr 0.008000000 | time 199.641
Target: logvol | Layers 004| Heads 002| Epoch 012 | Train Loss 659194161224414920704.000000000 | Valid Loss 669648049148996616192.000000000| lr 0.008000000 | time 202.730
Target: logvol | Layers 004| Heads 002| Epoch 013 | Train Loss 657907375460889657344.000000000 | Valid Loss 669648049148996616192.000000000| lr 0.008000000 | time 203.631
Target: logvol | Layers 004| Heads 002| Epoch 014 | Train Loss 660338760463918301184.000000000 | Valid Loss 669648049148996616192.000000000| lr 0.008000000 | time 206.191
