Target: logvol | Layers 004| Heads 004| Epoch 000 | Train Loss 291880881590350656.000000000 | Valid Loss 7007102784632.601562500| lr 0.008000000 | time 253.004
Target: logvol | Layers 004| Heads 004| Epoch 001 | Train Loss 67523601805.525062561 | Valid Loss 314132831.763840735| lr 0.008000000 | time 257.140
Target: logvol | Layers 004| Heads 004| Epoch 002 | Train Loss 3507909011.847412586 | Valid Loss 14033066.074767331| lr 0.008000000 | time 263.136
Target: logvol | Layers 004| Heads 004| Epoch 003 | Train Loss 1835369.815612485 | Valid Loss 1367.294914152| lr 0.008000000 | time 273.232
Target: logvol | Layers 004| Heads 004| Epoch 004 | Train Loss 643964.672818873 | Valid Loss 16360179.391426833| lr 0.008000000 | time 264.007
Target: logvol | Layers 004| Heads 004| Epoch 005 | Train Loss 1673485.623126016 | Valid Loss 136607887.929181546| lr 0.008000000 | time 217.746
Target: logvol | Layers 004| Heads 004| Epoch 006 | Train Loss 789698.513327537 | Valid Loss 13774574.229861833| lr 0.008000000 | time 218.090
Target: logvol | Layers 004| Heads 004| Epoch 007 | Train Loss 915167.841393919 | Valid Loss 693010.810229946| lr 0.008000000 | time 221.511
Target: logvol | Layers 004| Heads 004| Epoch 008 | Train Loss 1004028.684442146 | Valid Loss 154432329.083770782| lr 0.008000000 | time 222.277
Target: logvol | Layers 004| Heads 004| Epoch 009 | Train Loss 591882.266687063 | Valid Loss 122866494.956954971| lr 0.008000000 | time 219.888
Target: logvol | Layers 004| Heads 004| Epoch 010 | Train Loss 464198.140356636 | Valid Loss 164107612.138451636| lr 0.008000000 | time 230.154
Target: logvol | Layers 004| Heads 004| Epoch 011 | Train Loss 1378569.298073375 | Valid Loss 4188.685007419| lr 0.008000000 | time 210.152
Target: logvol | Layers 004| Heads 004| Epoch 012 | Train Loss 748552.244253947 | Valid Loss 6248440.142163324| lr 0.008000000 | time 208.562
Target: logvol | Layers 004| Heads 004| Epoch 013 | Train Loss 954480.925973602 | Valid Loss 21546451.133732408| lr 0.008000000 | time 207.147
Target: logvol | Layers 004| Heads 004| Epoch 014 | Train Loss 424755.343314038 | Valid Loss 5320446.537539461| lr 0.008000000 | time 209.774
