Target: logvol | Layers 004| Heads 004| Epoch 000 | Train Loss 22389145068863.437500000 | Valid Loss 207998604118546.531250000| lr 0.009000000 | time 225.661
Target: logvol | Layers 004| Heads 004| Epoch 001 | Train Loss 9255242038381815808.000000000 | Valid Loss 114202908206779252736.000000000| lr 0.009000000 | time 224.317
Target: logvol | Layers 004| Heads 004| Epoch 002 | Train Loss 375355243422582177792.000000000 | Valid Loss 457105812651213520896.000000000| lr 0.009000000 | time 223.586
Target: logvol | Layers 004| Heads 004| Epoch 003 | Train Loss 16230324957370266943488.000000000 | Valid Loss 61322555465070605762560.000000000| lr 0.009000000 | time 223.994
Target: logvol | Layers 004| Heads 004| Epoch 004 | Train Loss 60554040598962223710208.000000000 | Valid Loss 61322555465070605762560.000000000| lr 0.009000000 | time 224.943
Target: logvol | Layers 004| Heads 004| Epoch 005 | Train Loss 217488569968463544320.000000000 | Valid Loss 457916691850401546240.000000000| lr 0.009000000 | time 217.948
Target: logvol | Layers 004| Heads 004| Epoch 006 | Train Loss 444280499051019304960.000000000 | Valid Loss 457916691850401546240.000000000| lr 0.009000000 | time 218.139
Target: logvol | Layers 004| Heads 004| Epoch 007 | Train Loss 444278915215416688640.000000000 | Valid Loss 457916691850401546240.000000000| lr 0.009000000 | time 221.478
Target: logvol | Layers 004| Heads 004| Epoch 008 | Train Loss 441983733069050740736.000000000 | Valid Loss 457916691850401546240.000000000| lr 0.009000000 | time 222.232
Target: logvol | Layers 004| Heads 004| Epoch 009 | Train Loss 445982227116842156032.000000000 | Valid Loss 457916691850401546240.000000000| lr 0.009000000 | time 219.957
Target: logvol | Layers 004| Heads 004| Epoch 010 | Train Loss 194669968788279.312500000 | Valid Loss 231385397910264.000000000| lr 0.009000000 | time 230.154
Target: logvol | Layers 004| Heads 004| Epoch 011 | Train Loss 269837023015549009920.000000000 | Valid Loss 573415470832091004928.000000000| lr 0.009000000 | time 210.145
Target: logvol | Layers 004| Heads 004| Epoch 012 | Train Loss 593984394700831326208.000000000 | Valid Loss 573415470832091004928.000000000| lr 0.009000000 | time 208.570
Target: logvol | Layers 004| Heads 004| Epoch 013 | Train Loss 597877640720734879744.000000000 | Valid Loss 573415470832091004928.000000000| lr 0.009000000 | time 207.148
Target: logvol | Layers 004| Heads 004| Epoch 014 | Train Loss 594681210780046852096.000000000 | Valid Loss 573415470832091004928.000000000| lr 0.009000000 | time 209.773
